ID,Category_EN,Category_AR,Carousel_Group_text_EN,Carousel_Group_text_AR,SubCategory_Text_EN,SubCategory_Text_AR,SubCategory_Subtitle_EN,SubCategory_Subtitle_AR,Categories_Info,Comments,Sheet,Column,PSG_thumbnail_view,PSG_Focus,SubCategory_Focus,Status,SubCategory_thumbnail_Raw,URL__thumbnail_Raw,URL_thumbnail_view,URL_Focus
13,animals,حيوانات,animals,حيوانات,reptiles,زواحف,animals,حيوانات,"الزواحف هنا رموزُ الدهرِ المتعرِّج، حيثُ الثعبانُ حِكْمَةٌ خفيَّةٌ تُعَلِّمُ الصَّبْرَ والمَكْرَ في وَادِي الحَيَاةِ.  
اقْرَأْ أَبْيَاتًا تُحَوِّلُ زَحْفَهَا إِلَى دَرْسٍ يَصْنَعُ الْقَادَةَ، وَتَجْعَلُ مِنْ سُمِّهَا عِبْرَةً لِلْقُلُوبِ الْمُتَقِنَةِ.","use SubCategory_Text_EN/AR as [""query_key""]",Word_search,animals,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/animals_reptiles_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/animals_reptiles_Focus.jpg,animals_reptiles_زواحف_Focus,Focus_Live,animals_reptiles_زواحف_thumbnail_Raw,https://drive.google.com/uc?id=1rHtSoXar31D8rWaTxNpU79uKAbS81dJ3&export=download,https://drive.google.com/uc?id=16hoFCWel7-zs1cWy16P0dxRzQv2SlXX5&export=download,https://drive.google.com/uc?id=1-0jvXUVEdy61zfIl88hsZZf-bc7tsxgi&export=download
14,animals,حيوانات,animals,حيوانات,sea,بحر,animals,حيوانات,"البحر هنا ليس موجاً عابراً، بل روحُ الفتى الشجاع؛ يهدرُ عزماً يتحدى الأعماق ويحملُ أسرارَ الليلِ في صدرهِ الرحبِ.  
غُصْ في أمواجِ فزاعَ تُعْلِي من شأنِ الصَّدْرِ الواسعِ، حيثُ يُصبِحُ الشَّوقُ لُؤْلُؤاً والصَّبْرُ سَفِينَةً تَعْصِي الْعَوَاصِفَ.","use SubCategory_Text_EN/AR as [""query_key""]",Word_search,animals,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/animals_sea_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/animals_sea_Focus.jpg,animals_sea_بحر_Focus,Focus_Live,animals_sea_بحر_thumbnail_Raw,https://drive.google.com/uc?id=15upvBtsD2KwTQITNy3MTGNUlkdMkfjrf&export=download,https://drive.google.com/uc?id=1YlA4L2TTFWdkpBjmCUObJGgdJkadcJy5&export=download,https://drive.google.com/uc?id=1QobrhjKd_CWX5iin7Fh9u01jS36L86Qz&export=download
15,animals,حيوانات,animals,حيوانات,deer,إبل,animals,حيوانات,"الهجن هنا ليست إبلَ ركب فحسب، بل أخواتُ الروح في الصحراء، تحملُ الصبرَ على الرمالِ والعزمَ نحوَ الأفقِ البعيدِ.  
اقرأَ أبياتاً تُحيي رائحةَ ""الحِجْن"" والوفاءَ، حيثُ يصبحُ الجَمَلُ معلّماً للقلبِ في دروسِ الشدائدِ والكرمِ.","use SubCategory_Text_EN/AR as [""query_key""]",Word_search,animals,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/animals_deer_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/animals_deer_Focus.jpg,animals_deer_إبل_Focus,Focus_Live,animals_deer_إبل_thumbnail_Raw,https://drive.google.com/uc?id=1GOaLo_NWL1Yep9A6R5gRxZmz-KrnSXLQ&export=download,https://drive.google.com/uc?id=1Pd0_o0XWJ1kW1dNBqsNsuPhvgp59i6DZ&export=download,https://drive.google.com/uc?id=1Dgqh1h8gXxN7kA9XIS7G9ghMfqU5HAP4&export=download
16,events,أحداث,UAE,أحداث وطنية,national day,يوم الوطن,UAE,أحداث وطنية,"يوم الوطن هنا احتفاءٌ بإرث زايد ومحمد، حيث يصبح اليوم سيفَ فخرٍ يقطع الغيوم ويزرع في القلوب رايات الشموخ.  
اقرأ أبياتاً تنبض بعزم الإمارات، تجعل الروح ترفرف كصقرٍ فوق قمم الجليل والمجد الأبدي.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_national day_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_national day_Focus.jpg,Events_national day_يوم الوطن_Focus,Focus_Live,Events_national day_يوم الوطن_thumbnail_Raw,https://drive.google.com/uc?id=1TCkKX_34cQ23sl1mhXIEKYz5ugigkHrl&export=download,https://drive.google.com/uc?id=1ay6mVUExHm5i9C-hITdZ-9FhXmqVaJi6&export=download,https://drive.google.com/uc?id=1KQidMcuzf7iLJCZ3oG7UegPJhvR6Pnb4&export=download
17,events,أحداث,UAE,أحداث وطنية,martyrs day,يوم الشهيد,UAE,أحداث وطنية,"هنا يوم الشهيد إكليلٌ من دماء الأبرار، يُخلّد الوفاءَ للوطنِ بسيوفِ الروحِ الشامخةِ والأرواحِ التي لا تموتُ.  
اقرأ أبياتَ الفخرِ التي تُعانِقُ السحابَ، حيثُ يصبحُ الشهيدُ صقراً يحرسُ سماءَ الإماراتِ إلى الأبدِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_martyrs day_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_martyrs day_Focus.jpg,Events_martyrs day_يوم الشهيد_Focus,Focus_Live,Events_martyrs day_يوم الشهيد_thumbnail_Raw,https://drive.google.com/uc?id=1S69Mx1LD500Bz0V0bOdVA2X0KRN4MYtP&export=download,https://drive.google.com/uc?id=1k_CZi5ffdJwiftpKqm5I2QLqo-Z6lcCj&export=download,https://drive.google.com/uc?id=1yLIteBsami5SlvkiPfCZwyzWuxmK5Ae0&export=download
18,events,أحداث,UAE,أحداث وطنية,flag day,يوم العلم,UAE,أحداث وطنية,"هنا يوم العلم احتفاءٌ بفجرِ المعرفة، سيفٌ يقطع ظلامَ الجهلِ ويبني أمماً تعلو سحابَ التقدمِ.  
اقرأ أبياتاً تُشعلِ الهممَ كنسمِ الصباحِ، حيثِ العقلُ صقرٌ يحلِّقُ ويُورِثُ الأجيالَ مجدَ الإماراتِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_flag day_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_flag day_Focus.jpg,Events_flag day_يوم العلم_Focus,Focus_Live,Events_flag day_يوم العلم_thumbnail_Raw,https://drive.google.com/uc?id=1MyTzTfe-T1Bts48uJiyIVkiYOhtA8t8s&export=download,https://drive.google.com/uc?id=1zxua4gth4u1OkTJSyXGESBuUcvdmp8PO&export=download,https://drive.google.com/uc?id=1fs0vdeFo1QQUpQFDnBBIatoapVtzpEHd&export=download
19,events,أحداث,Religion,دين,eid fitr,عيد الفطر,Religion,دين,"عيد الفطر هنا ليلةُ فرحٍ يجتمع فيها الشملُ والوفاءُ، كضيافةِ الصحراءِ تحتَ هلالِ التمامِ والبركاتِ.  
اقرأ أبياتاً تُعانِقُ القلوبَ بنسيمِ السلامِ والمغفرةِ، حيثُ يصبحُ الاحتفالُ سيفَ عزمٍ يقطعُ أغلالَ الهمومِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_eid fitr_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_eid itr_Focus.jpg,Events_eid itr_عيد الفطر_Focus,Focus_Live,Events_eid_fitr_عيد الفطر_thumbnail_Raw,https://drive.google.com/uc?id=1Ol-OfJcGBkGFTtK7w-4yWIuGRjiGtBiu&export=download,https://drive.google.com/uc?id=1WZqxM9y1BXZQBhJ6bAtRSxK-BS7YSY8v&export=download,https://drive.google.com/uc?id=1N-IWJpuCBGm1mP5-LBjTZ1z1Xi3Bcsl9&export=download
20,events,أحداث,Time,وقت,new year,عام جديد,Time,وقت,"هنا العام الجديد ليس مجرد تاريخ، بل فجرُ أملٍ يُولدُ من رمادِ الماضي، يحملُ في جناحيهِ صقرَ عزمٍ ومطرَ وعدٍ بالمجدِ.  
اقرأ أبياتاً تُشعلُ الروحَ بنورِ البداياتِ، حيث يصبحُ الزمانَ رفيقاً يُعانقُ السحابَ والأحلامَ الأوفى.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_new year_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_new year_Focus.jpg,Events_new year_عام جديد_Focus,Focus_Live,Events_new_year_عام جديد_thumbnail_Raw,https://drive.google.com/uc?id=1ASoIPoxoAUrqIkBxs_pX_a1DNGeh68Nx&export=download,https://drive.google.com/uc?id=1rT5b9gzqIrp5hejgMgvTRlh9U_FzwkRk&export=download,https://drive.google.com/uc?id=1nRY0bc8dEpXmuY0YCGvYEHUdpFVx1lyi&export=download
21,events,أحداث,Religion,دين,qadr,ليلة القدر,Religion,دين,"ليلة القدر هنا ليست ليلاً واحداً، بل لحظةُ قدرٍ تنير دروبَ الروحِ بضياءِ الوحيِ والتأملِ العميقِ.  
اقرأ أبياتاً تُغوصُ في سرِّ السحرِ الليليِّ، حيثُ يصبحُ الصَّمتُ سيفاً يقطعُ حُبالَ الهمِّ ويُعانِقُ قمَّةَ اليقينِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_qadr_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_qadr_Focus.jpg,Events_qadr_ليلة القدر_Focus,Focus_Live,Events_qadr_ليلة القدر_thumbnail_Raw,https://drive.google.com/uc?id=1uyyjJZ_r43S6lR4CR1lsNnIUeaW0RboI&export=download,https://drive.google.com/uc?id=1XoWmWK61ArUahZEM2KW_G_EsALKqpoAo&export=download,https://drive.google.com/uc?id=1-ebEDKGeNLEcdUlgtgpF6-CD8oYPXaSN&export=download
22,events,أحداث,Religion,دين,umrah,عمرة,Religion,دين,"هنا العمرة رحلةُ روحٍ تطهر القلبَ من غبارِ الدنيا، تلبيةٌ لربٍّ كريمٍ بينَ طيبِ الوردِ والدعاءِ الصادقِ.  
اقرأ أبياتَ تُحيي الخشوعَ في الصدرِ، حيثُ يصبحُ التلبيةُ سيفَ عزمٍ ونسيمَ رضاٍ يُعانقُ السَّماءَ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_umrah_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_umrah_Focus.jpg,Events_umrah_عمرة_Focus,Focus_Live,Events_umrah_عمرة_thumbnail_Raw,https://drive.google.com/uc?id=1s9SiEE9HroSp1sv_OyG0559jvlx0uupy&export=download,https://drive.google.com/uc?id=1vb4fhi95jhIqEdwAgkVvF1DByQMT9W9o&export=download,https://drive.google.com/uc?id=1ipfq-FuNu-W2eUCzgNChh0xsqnAMMR-w&export=download
23,events,أحداث,Religion,دين,sohor,السحور,Religion,دين,"السحور هنا ليس مجرد ليلةِ صيامٍ، بل همسُ الروحِ مع النجمِ والقلبِ يرتوي من ندى الإيمانِ والشوقِ.  
اقرأ أبياتاً تُوقظُ الفجرَ في الصدرِ، حيث يصبحُ الصبرَ صقراً يعانقُ السحابَ والوفاءَ سيفاً يقطعُ الظمأَ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_sohor_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_sohor_Focus.jpg,Events_sohor_السحور_Focus,Focus_Live,Events_sohor_السحور_thumbnail_Raw,https://drive.google.com/uc?id=1DbKg3xp5E2NJ4KcDkwkgMIjrYvt62X2Q&export=download,https://drive.google.com/uc?id=1eHOWsw-47WAkPl3299ZQcHL0V9t1DBGT&export=download,https://drive.google.com/uc?id=1xncJOYOoSQf6usVi27Gd574f9T4pbxqq&export=download
